3-grams:
 🙈😍	-2.807354922057604
🙈😍😭	-2.0
😍😭😍	-0.8073549220576042
😭😍❤	-3.4594316186372973
😍❤️	-0.5849625007211563
❤️ 	-1.3344190390705593
️  	-2.1255308820838588
no 	-1.8351714926409732
o #	-5.290800320800632
ar…	-8.09679265415501
r… 	-1.3923174227787602
… 	-0.20909559872299005
 	0.0
 @z	-6.529213623833602
@zi	-3.652076696579693
zie	-3.2927817492278457
iey	-6.800402161415837
eye	-2.1451419005124244
ye:	-6.049243519019849
e: 	-0.029410430419706292
: g	-4.857980995127572
 ga	-1.5599836325197047
gag	-5.367731784500487
aga	-1.8087013477651206
ga 	-1.7244962422039896
a t	-4.252544828743452
 ta	-1.3265620229855462
tal	-3.3363120130500183
lag	-3.315808488507464
ga.	-6.0740005814437765
a. 	-0.7280403643867224
. s	-4.229917468188665
si 	-1.6735506183879791
i d	-5.198709842271549
 da	-1.7482682432317072
dad	-4.511752653767379
add	-4.477469178167019
ddy	-2.111031312388744
dy 	-2.27500704749987
 an	-1.4892404278533506
g l	-4.73628982225007
 lu	-4.385314035040998
lum	-3.9087041659804496
uma	-1.083922483545091
map	-6.713847203185158
pit	-3.6361013497129573
t a	-5.016248721647103
 at	-3.2157027356002943
at 	-2.0884545391772042
t h	-5.324071049227735
 hi	-3.691679899051441
hin	-1.7511472097071392
ind	-3.9833896837090776
ndi	-1.9655525078054734
di 	-1.4796186084694158
i a	-3.757393018193857
g m	-3.192088100134021
 mw	-8.741226196107524
mw 	-3.7865963618908065
w a	-3.252387161634285
 ad	-6.183668907960581
adm	-6.962896005337261
dmi	-2.807354922057604
min	-1.8991667796178415
in.	-6.646354696431507
n. 	-0.8263130797614884
sig	-4.620818653697854
ige	-5.377520420850679
ge 	-2.5952016852259945
e b	-5.031938224666862
 ba	-1.3325753390868709
bal	-3.8725125127931674
ali	-2.9568084694218606
lik	-4.249812773484341
ikt	-6.0324214776923775
kta	-1.354664881299362
ari	-3.7371722691956966
in 	-2.7890371619000787
n n	-2.8042629295540826
 ny	-4.90025429150233
nyo	-1.595289638883051
yo 	-1.5437896907903774
o p	-4.064796645911805
pa.	-6.880545600423142
sin	-2.251124139879764
inu	-6.1747336687862955
nun	-1.6643449220011257
nga	-3.6882173140150876
gal	-3.3181759600262546
lin	-2.3186348062287783
ing	-2.106162065830373
g t	-3.8896794559660828
. m	-4.314806365775178
man	-2.748230197210822
ana	-3.073407168705473
nan	-4.108482386499216
a s	-3.6826462004771825
a b	-4.528717128814136
 bu	-3.064622864892228
buo	-4.8367786823975045
uon	-2.2882449686310737
ong	-1.6541923790306654
g a	-4.000155992327652
ngk	-6.149351227883385
gka	-0.8206235232131157
kan	-3.967256195547674
an…	-9.85007518690541
n…	-1.2410080995037949
…	0.0
m	-5.146864290977061
ma	-0.6311326821540821
y s	-3.923682580028936
 su	-4.21743616980132
sun	-2.835924074254375
unb	-8.066089190457772
nbu	-3.9068905956085187
bur	-4.537218400538596
urn	-5.008324864650931
rn 	-3.9541963103868754
n a	-3.4412561330354543
g b	-4.025334555323649
 be	-2.837920671744659
beb	-4.849405100947759
ebe	-2.0179219079972626
be 	-3.081220776170832
e k	-4.177136140206798
kal	-4.518370925785157
alo	-4.648270591443696
lok	-5.1780653900312466
oka	-2.785495488093865
a 😔	-13.716069202014632
 😔 	-2.1699250014423126
😔 h	-1.5849625007211563
o/5	-6.1145521163681105
/5o	-3.9385994553358565
5og	-4.584962500721156
og6	-8.665335917185176
g69	-4.169925001442312
690	-4.392317422778761
90m	-5.044394119358453
0mn	-5.285402218862249
mnb	-6.3750394313469245
nb4	-5.321928094887363
b4	-3.321928094887362
4	0.0
 @b	-4.048086934096986
@bt	-2.2243727854646886
bts	-0.8854402357371443
ts_	-3.2278846049722243
s_t	-1.0267173383757795
_tw	-0.7058168955955417
twt	-2.3870231231092474
wt:	-0.7516123701306074
t: 	-0.011012992722417802
: j	-5.136082849050307
 jm	-2.9489090662716233
jm 	-0.5086116145910413
m +	-3.6762115630871097
 + 	0.0
+ j	-0.2605275502232191
 jk	-2.741466986401147
jk 	-0.5397332467281586
k #	-2.7737619501547828
 #r	-5.231518731543253
#rm	-0.42626475470209796
rm 	-1.7925579201295236
m h	-2.7842713089445628
o/v	-4.044162788476712
/vx	-0.9551457642157395
vx7	-0.3219280948873623
x7t	-0.19450302416297838
7tn	-0.19639721280350347
tnm	-1.388771844585038
nmo	-1.5561076380489711
mok	-3.8387837283936155
ok5	-3.03342300153745
k5i	-0.20546911829997946
5i	-0.28273020717471353
i	0.0
@f	-5.317823696554626
@fr	-3.313416595031845
fre	-1.7027027696496613
rea	-2.8143885139121303
eak	-5.483815777264256
aky	-7.690774031169675
kys	-6.005624549193878
ysh	-4.24084678737293
sho	-2.3668508005722497
ote	-3.049172841981702
r b	-5.12544350691859
ere	-3.899289945610196
rex	-8.214319120800766
exh	-6.13271392234524
xha	-2.6844981742720706
a c	-6.439944796740395
 ch	-1.8985547364404542
han	-3.210560151291893
ant	-4.793243964308735
nte	-3.0982235360881236
tek	-6.6649974550039435
ekt	-4.311586150665903
ale	-5.126733470864173
lee	-4.153600130895432
een	-3.391843553488611
en	-7.840172690108438
n	0.0
mag	-3.322525772880122
ag 	-2.3401143802095428
 br	-5.432598327299027
bra	-1.1720053118833595
rac	-4.193095849713252
ace	-2.910321501008792
ces	-3.475484023922663
es 	-2.1270761522995967
s k	-4.073318658930069
 ne	-5.879495731335533
nei	-8.43323767809207
eil	-3.446256229889564
il 	-3.5045520522391245
l #	-5.001155542745709
 #m	-3.6909503501805503
#mb	-3.8559896973084804
mbb	-3.757429696725922
bbo	-4.413627929024172
boy	-2.162019803356966
oyb	-3.820178962415188
yba	-1.3942789391120463
and	-3.9832378408173312
ndp	-5.716101074244604
dph	-2.2094533656289497
ph	-4.4797802640291
h	0.0
@k	-4.269460674993227
@ke	-3.3708376953683086
ker	-3.383704292474052
eri	-4.466593779834846
ina	-2.868146120033419
nat	-4.386104328556057
ats	-4.933082450368291
ts 	-1.8754661428631405
s b	-4.752798758435516
bah	-5.148843741240419
hag	-8.310254006416441
agy	-7.703519111073064
gya	-1.548062917909627
ya 	-1.55069259863641
a l	-4.633920160660761
 la	-0.84799690655495
ba 	-2.8495339490150755
a w	-6.240335771048235
 we	-3.5559962218418146
weh	-5.946418959795156
eh 	-2.145540842815353
h 😂	-5.73438705006443
 😂😂	-1.5582945502590761
😂😂😂	-0.9893527558004916
😂😂 	-2.0107264065930583
😂 #	-2.658963082164933
 #d	-3.67464853785145
#dt	-0.412383045832866
dtb	-0.3834629624454055
tby	-0.45220189208669076
bya	-2.2332187513982324
yar	-3.227023870068094
arc	-3.6884004685181777
rch	-0.7321161945048105
ite	-2.822422370146546
tec	-3.01292075842425
ect	-0.8698107508048978
ctb	-1.7405678308464017
tbe	-2.536642678148903
ben	-2.349559213864553
enj	-3.236831660072427
nji	-0.49491827614753947
jie	-0.5988124794821807
ie	-4.29138851392798
e	0.0
@bo	-2.7349879447257637
ph:	-3.3504972470841334
h: 	-0.013175388747733168
: m	-3.876840022378888
gan	-2.201258208247104
nda	-2.5161635037358523
dan	-3.5421263028108982
g n	-3.5882418868665047
nak	-3.5439839883377755
aka	-1.6199077004500309
kak	-3.6393471236095825
kil	-2.6503855757192047
ili	-2.077926578685069
lig	-2.9586778321425813
ig 	-2.189390824030777
a u	-6.358517197396549
 um	-2.7483961749426102
ga!	-6.415037499278844
a! 	-0.7068456057898707
! #	-3.462180482677987
ph 	-2.8650704199138914
h h	-2.73438705006443
o/d	-4.838220887920858
/dt	-4.222392421336448
dt7	-9.452241240430817
t7a	-2.9068905956085187
7ab	-2.807354922057604
ab6	-9.801708358916462
b6q	-3.0
6qs	-2.4594316186372973
qsd	-3.662965012722429
sdw	-5.6865005271832185
dw	-5.351675438281415
w	0.0
"	-8.38066147558576
"l	-4.754887502163468
"la	-0.5849625007211563
lai	-6.762573695308601
ain	-1.4803665096676244
n b	-5.001971087509933
bay	-4.239817401287909
aya	-2.5214525928948954
mas	-4.45168425315611
asu	-5.866424004101589
suk	-4.087462841250339
uko	-3.321928094887362
 sh	-4.84113106501119
shi	-2.996102577438202
hie	-4.158894673055506
ien	-3.456447760198476
ena	-3.463796811198699
kay	-2.818896543940295
pil	-3.826623255762383
ilo	-4.198220812402781
lon	-4.425158251996018
tan	-3.1368166896303737
an 	-2.571957649781732
tao	-5.598768300246187
ao.	-5.574908836057233
o."	-5.3317312699177215
." 	-0.15919859484925386
